UniqueIDN,LAT,LON,PlantType,FuelType,Capacity,Total_generation_Sum,Non_Zero_Hours_Count,Average_generation_p_hour,PLCO2RTA_total
55062_G_GTG1,30.5924,-95.9178,Combined Cycle,NaturalGas,155.0,0.0,0,0.0,0.0
55062_G_GTG2,30.5924,-95.9178,Combined Cycle,NaturalGas,155.0,0.0,0,0.0,0.0
55062_G_GTG3,30.5924,-95.9178,Combined Cycle,NaturalGas,155.0,0.0,0,0.0,0.0
55062_G_STG1,30.5924,-95.9178,Combined Cycle,NaturalGas,395.0,0.0,0,0.0,0.0
55132_G_GTG1,32.017826,-94.619743,Combined Cycle,NaturalGas,148.0,0.0,0,0.0,0.0
55132_G_GTG2,32.017826,-94.619743,Combined Cycle,NaturalGas,149.0,0.0,0,0.0,0.0
55132_G_GTG3,32.017826,-94.619743,Combined Cycle,NaturalGas,150.0,0.0,0,0.0,0.0
55132_G_STG1,32.017826,-94.619743,Combined Cycle,NaturalGas,398.0,0.0,0,0.0,0.0
54338_B_1,26.269683,-97.867012,Biomass,Biomass,3.5,2520.0,720,3.5,52405.92
54338_B_2,26.269683,-97.867012,Biomass,Biomass,3.5,2520.0,720,3.5,52405.92
54338_B_3,26.269683,-97.867012,Biomass,Biomass,3.5,2520.0,720,3.5,52405.92
54338_B_4,26.269683,-97.867012,Biomass,Biomass,3.5,2520.0,720,3.5,52405.92
54338_B_6,26.269683,-97.867012,Biomass,Biomass,3.5,2520.0,720,3.5,52405.92
55708_B_BLR1,31.832132,-94.90064,Biomass,Biomass,100.0,72000.0,720,100.0,60526800.0
6183_B_SM-1,28.7044,-98.4775,Coal Steam,Coal,391.0,0.0,0,0.0,0.0
298_B_LIM1,31.4219,-96.2525,Coal Steam,Coal,831.0,0.0,0,0.0,0.0
298_B_LIM2,31.4219,-96.2525,Coal Steam,Coal,858.0,0.0,0,0.0,0.0
3470_B_WAP5,29.4828,-95.6311,Coal Steam,Coal,659.0,0.0,0,0.0,0.0
3470_B_WAP6,29.4828,-95.6311,Coal Steam,Coal,653.0,0.0,0,0.0,0.0
3470_B_WAP7,29.4828,-95.6311,Coal Steam,Coal,577.0,0.0,0,0.0,0.0
3470_B_WAP8,29.4828,-95.6311,Coal Steam,Coal,610.0,0.0,0,0.0,0.0
6146_B_1,32.2606,-94.5706,Coal Steam,Coal,800.0,0.0,0,0.0,0.0
6146_B_2,32.2606,-94.5706,Coal Steam,Coal,805.0,0.0,0,0.0,0.0
6146_B_3,32.2606,-94.5706,Coal Steam,Coal,805.0,0.0,0,0.0,0.0
6178_B_1,28.7128,-97.214167,Coal Steam,Coal,635.0,0.0,0,0.0,0.0
6179_B_1,29.9172,-96.7506,Coal Steam,Coal,590.0,0.0,0,0.0,0.0
6179_B_2,29.9172,-96.7506,Coal Steam,Coal,590.0,0.0,0,0.0,0.0
6179_B_3,29.9172,-96.7506,Coal Steam,Coal,435.0,0.0,0,0.0,0.0
6180_B_1,31.1803,-96.4866,Coal Steam,Coal,840.0,0.0,0,0.0,0.0
6180_B_2,31.1803,-96.4866,Coal Steam,Coal,825.0,0.0,0,0.0,0.0
7030_B_U1,31.091925,-96.69503,Coal Steam,Coal,152.0,0.0,0,0.0,0.0
7030_B_U2,31.091925,-96.69503,Coal Steam,Coal,153.0,0.0,0,0.0,0.0
7097_B_BLR1,29.309722,-98.3203,Coal Steam,Coal,560.0,0.0,0,0.0,0.0
7097_B_BLR2,29.309722,-98.3203,Coal Steam,Coal,785.0,0.0,0,0.0,0.0
10167_G_GEN1,28.513929,-96.794154,Coal Steam,Coal,7.6,5059529.115651727,686,7375.406874127882,8236751495.349311
56611_B_S01,31.474378,-96.957149,Coal Steam,Coal,940.0,0.0,0,0.0,0.0
10554_G_BO3,28.6917,-96.5417,Combined Cycle,NaturalGas,32.0,23039.999999999996,720,31.999999999999996,14168194.559999997
10554_G_ST1,28.6917,-96.5417,Combined Cycle,NaturalGas,28.5,20519.999999999996,720,28.499999999999996,12618548.279999997
10554_G_ST2,28.6917,-96.5417,Combined Cycle,NaturalGas,57.5,41399.99999999999,720,57.49999999999999,25458474.599999994
10554_G_ST3,28.6917,-96.5417,Combined Cycle,NaturalGas,47.3,34055.99999999972,720,47.29999999999961,20942362.583999828
10554_G_TBG1,28.6917,-96.5417,Combined Cycle,NaturalGas,72.0,51839.99999999999,720,71.99999999999999,31878437.759999994
10554_G_TBG2,28.6917,-96.5417,Combined Cycle,NaturalGas,72.0,51839.99999999999,720,71.99999999999999,31878437.759999994
10554_G_TBG3,28.6917,-96.5417,Combined Cycle,NaturalGas,72.0,51839.99999999999,720,71.99999999999999,31878437.759999994
10554_G_TBG4,28.6917,-96.5417,Combined Cycle,NaturalGas,72.0,51839.99999999999,720,71.99999999999999,31878437.759999994
10554_G_TBG5,28.6917,-96.5417,Combined Cycle,NaturalGas,72.0,51839.99999999999,720,71.99999999999999,31878437.759999994
10554_G_TBG6,28.6917,-96.5417,Combined Cycle,NaturalGas,72.0,51839.99999999999,720,71.99999999999999,31878437.759999994
52088_G_GEN1,29.378697,-94.943829,Combined Cycle,NaturalGas,139.0,100079.99999999999,720,138.99999999999997,53146683.35999999
52088_G_GEN2,29.378697,-94.943829,Combined Cycle,NaturalGas,104.0,74879.99999999999,720,103.99999999999999,39764424.95999999
52088_G_GEN3,29.378697,-94.943829,Combined Cycle,NaturalGas,104.0,74879.99999999999,720,103.99999999999999,39764424.95999999
52088_G_GEN4,29.378697,-94.943829,Combined Cycle,NaturalGas,104.0,74879.99999999999,720,103.99999999999999,39764424.95999999
55047_G_STG1,29.72475,-95.176479,Combined Cycle,NaturalGas,60.0,43199.99999999999,720,59.99999999999999,37603137.599999994
55086_G_GT1A,27.88929,-97.258417,Combined Cycle,NaturalGas,141.0,101519.99999999999,720,140.99999999999997,109512365.03999999
55086_G_GT1B,27.88929,-97.258417,Combined Cycle,NaturalGas,140.0,100799.99999999999,720,139.99999999999997,108735681.6
55086_G_STG,27.88929,-97.258417,Combined Cycle,NaturalGas,85.0,61199.99999999999,720,84.99999999999999,66018092.4
55187_G_GT1,29.836952,-95.121744,Combined Cycle,NaturalGas,169.0,121679.99999999999,720,168.99999999999997,82803118.32
55187_G_GT2,29.836952,-95.121744,Combined Cycle,NaturalGas,165.0,118799.99999999999,720,164.99999999999997,80843281.19999999
55187_G_GT3,29.836952,-95.121744,Combined Cycle,NaturalGas,165.0,118799.99999999999,720,164.99999999999997,80843281.19999999
55187_G_GT4,29.836952,-95.121744,Combined Cycle,NaturalGas,167.0,120239.99999999999,720,166.99999999999997,81823199.75999999
55187_G_ST1,29.836952,-95.121744,Combined Cycle,NaturalGas,144.0,103679.99999999999,720,143.99999999999997,70554136.32
55299_G_CTG1,29.7189,-95.2319,Combined Cycle,NaturalGas,185.0,133199.99999999997,720,184.99999999999997,80236216.79999998
55299_G_CTG2,29.7189,-95.2319,Combined Cycle,NaturalGas,185.0,133199.99999999997,720,184.99999999999997,80236216.79999998
55299_G_CTG3,29.7189,-95.2319,Combined Cycle,NaturalGas,183.0,131759.99999999997,720,182.99999999999997,79368798.23999998
55299_G_ST-1,29.7189,-95.2319,Combined Cycle,NaturalGas,215.0,154799.99999999997,720,214.99999999999997,93247495.19999999
55464_G_CTG1,29.713414,-95.134508,Combined Cycle,NaturalGas,169.8,122256.00000000144,720,169.800000000002,88846369.34400105
55464_G_CTG2,29.713414,-95.134508,Combined Cycle,NaturalGas,169.8,122256.00000000144,720,169.800000000002,88846369.34400105
55464_G_CTG3,29.713414,-95.134508,Combined Cycle,NaturalGas,169.8,122256.00000000144,720,169.800000000002,88846369.34400105
55464_G_CTG4,29.713414,-95.134508,Combined Cycle,NaturalGas,169.8,122256.00000000144,720,169.800000000002,88846369.34400105
55464_G_CTG6,29.713414,-95.134508,Combined Cycle,NaturalGas,154.8,111456.00000000137,720,154.8000000000019,80997750.14400099
55464_G_STG1,29.713414,-95.134508,Combined Cycle,NaturalGas,282.0,203039.99999999997,720,281.99999999999994,147554040.95999998
59812_G_CGT4,32.337679,-97.734612,Combined Cycle,NaturalGas,307.2,221184.00000000253,720,307.2000000000035,179161251.84000206
59812_G_CGT5,32.337679,-97.734612,Combined Cycle,NaturalGas,307.2,221184.00000000253,720,307.2000000000035,179161251.84000206
59812_G_STG6,32.337679,-97.734612,Combined Cycle,NaturalGas,454.9,327528.000000001,720,454.9000000000014,265300955.2800008
60122_G_CT7,29.289415,-96.065399,Combined Cycle,NaturalGas,313.2,225504.00000000265,720,313.2000000000037,179653850.20800212
60122_G_CT8,29.289415,-96.065399,Combined Cycle,NaturalGas,313.2,225504.00000000265,720,313.2000000000037,179653850.20800212
60122_G_STG9,29.289415,-96.065399,Combined Cycle,NaturalGas,461.4,332208.0000000012,720,461.4000000000017,264662472.81600097
3559_G_9,25.9131,-97.5214,Combined Cycle,NaturalGas,42.0,0.0,0,0.0,0.0
50815_G_GEN1,29.8161,-95.10773,Combined Cycle,NaturalGas,69.7,0.0,0,0.0,0.0
50815_G_GEN2,29.8161,-95.10773,Combined Cycle,NaturalGas,69.7,0.0,0,0.0,0.0
50815_G_GEN3,29.8161,-95.10773,Combined Cycle,NaturalGas,70.0,0.0,0,0.0,0.0
50815_G_GEN4,29.8161,-95.10773,Combined Cycle,NaturalGas,69.9,0.0,0,0.0,0.0
50815_G_GEN5,29.8161,-95.10773,Combined Cycle,NaturalGas,68.3,0.0,0,0.0,0.0
50815_G_GEN6,29.8161,-95.10773,Combined Cycle,NaturalGas,120.0,0.0,0,0.0,0.0
50815_G_GEN7,29.8161,-95.10773,Combined Cycle,NaturalGas,68.9,0.0,0,0.0,0.0
55206_G_ST1,27.8139,-97.4283,Combined Cycle,NaturalGas,165.0,471600.0,720,655.0,315109915.2
3469_G_32,29.9417,-95.5306,Combined Cycle,NaturalGas,57.0,0.0,0,0.0,0.0
3469_G_41,29.9417,-95.5306,Combined Cycle,NaturalGas,57.0,0.0,0,0.0,0.0
3469_G_43,29.9417,-95.5306,Combined Cycle,NaturalGas,57.0,0.0,0,0.0,0.0
3469_G_44,29.9417,-95.5306,Combined Cycle,NaturalGas,57.0,0.0,0,0.0,0.0
3631_G_7,28.8947,-97.135,Combined Cycle,NaturalGas,49.0,0.0,0,0.0,0.0
54676_G_G82,28.9802,-95.342,Combined Cycle,NaturalGas,73.0,0.0,0,0.0,0.0
54676_G_G84,28.9802,-95.342,Combined Cycle,NaturalGas,160.0,0.0,0,0.0,0.0
55327_G_CTG1,29.7731,-94.9019,Combined Cycle,NaturalGas,165.0,98667.78523490018,720,137.03859060402803,71381899.90268518
55327_G_CTG2,29.7731,-94.9019,Combined Cycle,NaturalGas,165.0,98667.78523490018,720,137.03859060402803,71381899.90268518
55327_G_CTG3,29.7731,-94.9019,Combined Cycle,NaturalGas,165.0,98667.78523490018,720,137.03859060402803,71381899.90268518
56350_G_ST1,29.2878,-96.0683,Combined Cycle,NaturalGas,101.0,60396.64429530161,720,83.88422818791891,60275126.24697947
3469_G_31,29.9417,-95.5306,Combined Cycle,NaturalGas,57.0,2821.189090909089,65,43.40290909090906,3829219.7014145427
3469_G_33,29.9417,-95.5306,Combined Cycle,NaturalGas,57.0,2821.189090909089,65,43.40290909090906,3829219.7014145427
3469_G_34,29.9417,-95.5306,Combined Cycle,NaturalGas,57.0,2821.189090909089,65,43.40290909090906,3829219.7014145427
3469_G_4,29.9417,-95.5306,Combined Cycle,NaturalGas,104.0,5147.432727272734,65,79.19127272727283,6986646.472756373
50118_G_GEN10,30.2867,-97.7356,Combined Cycle,NaturalGas,33.0,16571.20585720253,112,147.95719515359403,9794924.929281129
50118_G_GEN7,30.2867,-97.7356,Combined Cycle,NaturalGas,27.6,13859.55398966028,112,123.74601776482393,8192119.031762389
50118_G_GEN8,30.2867,-97.7356,Combined Cycle,NaturalGas,46.5,23350.335526058152,112,208.48513862551923,13801939.673077978
50118_G_GEN9,30.2867,-97.7356,Combined Cycle,NaturalGas,26.1,13106.31735978748,112,117.0206907123882,7746895.171340543
55047_G_CTG1,29.72475,-95.176479,Combined Cycle,NaturalGas,155.0,3626.3106162505587,76,47.71461337171788,3156496.691740985
55047_G_CTG2,29.72475,-95.176479,Combined Cycle,NaturalGas,165.0,3860.2661398796236,76,50.79297552473189,3360141.639595239
55047_G_CTG3,29.72475,-95.176479,Combined Cycle,NaturalGas,165.0,3860.2661398796236,76,50.79297552473189,3360141.639595239
55047_G_STG2,29.72475,-95.176479,Combined Cycle,NaturalGas,165.0,3860.2661398796236,76,50.79297552473189,3360141.639595239
3469_G_42,29.9417,-95.5306,Combined Cycle,NaturalGas,57.0,15162.561576354765,720,21.05911330049273,20580250.965517357
54676_G_G81,28.9802,-95.342,Combined Cycle,NaturalGas,73.0,19418.719211822612,720,26.970443349753626,25403141.261083685
54676_G_G83,28.9802,-95.342,Combined Cycle,NaturalGas,73.0,19418.719211822612,720,26.970443349753626,25403141.261083685
50043_G_GT2,29.7314,-95.0839,Combined Cycle,NaturalGas,66.0,0.0,0,0.0,0.0
55206_G_CT1,27.8139,-97.4283,Combined Cycle,NaturalGas,152.0,0.0,0,0.0,0.0
55206_G_CT2,27.8139,-97.4283,Combined Cycle,NaturalGas,152.0,0.0,0,0.0,0.0
3559_G_6,25.9131,-97.5214,Combined Cycle,NaturalGas,20.0,49680.0,720,69.0,70112688.48
999_G_nan_0,31.482595722807698,-99.34939812991905,Combined Cycle,NaturalGas,232.0,112320.0,720,156.0,99737750.94532003
3441_G_7,27.819412,-97.419203,Combined Cycle,NaturalGas,319.0,0.0,0,0.0,0.0
3441_G_8,27.819412,-97.419203,Combined Cycle,NaturalGas,157.0,0.0,0,0.0,0.0
3441_G_9,27.819412,-97.419203,Combined Cycle,NaturalGas,157.0,0.0,0,0.0,0.0
3443_G_5,28.7883,-97.01,Combined Cycle,NaturalGas,125.0,0.0,0,0.0,0.0
3443_G_7,28.7883,-97.01,Combined Cycle,NaturalGas,160.0,113040.0,720,157.0,107459667.36
3469_G_3,29.9417,-95.5306,Combined Cycle,NaturalGas,104.0,0.0,0,0.0,0.0
3631_G_10,28.8947,-97.135,Combined Cycle,NaturalGas,37.0,0.0,0,0.0,0.0
3631_G_8,28.8947,-97.135,Combined Cycle,NaturalGas,49.0,1258.0,34,37.0,1550048.474
3631_G_9,28.8947,-97.135,Combined Cycle,NaturalGas,48.0,3185.0,65,49.0,3924407.305
4937_G_CT-1,30.558,-98.3705,Combined Cycle,NaturalGas,168.0,35280.0,720,49.0,28394014.32
4937_G_CT-2,30.558,-98.3705,Combined Cycle,NaturalGas,168.0,0.0,0,0.0,0.0
4937_G_STG,30.558,-98.3705,Combined Cycle,NaturalGas,180.0,0.0,0,0.0,0.0
4939_G_2,27.6064,-97.3117,Combined Cycle,NaturalGas,319.0,0.0,0,0.0,0.0
4939_G_3,27.6064,-97.3117,Combined Cycle,NaturalGas,157.0,0.0,0,0.0,0.0
4939_G_4,27.6064,-97.3117,Combined Cycle,NaturalGas,157.0,113040.0,720,157.0,120967608.24000001
50043_G_GT1,29.7314,-95.0839,Combined Cycle,NaturalGas,66.0,113040.0,720,157.0,74862661.68
50043_G_GT3,29.7314,-95.0839,Combined Cycle,NaturalGas,69.0,47520.0,720,66.0,31470927.840000004
50043_G_ST,29.7314,-95.0839,Combined Cycle,NaturalGas,62.0,3828.0,58,66.0,2535158.0760000004
50109_G_GEN1,33.6968,-95.5577,Combined Cycle,NaturalGas,78.0,3844.0,62,62.0,4067924.5319999997
50109_G_GEN2,33.6968,-95.5577,Combined Cycle,NaturalGas,80.0,0.0,0,0.0,0.0
50109_G_GEN3,33.6968,-95.5577,Combined Cycle,NaturalGas,78.0,5472.000000000032,720,7.600000000000044,5790760.416000034
50118_G_GEN4,30.2867,-97.7356,Combined Cycle,NaturalGas,7.6,0.0,0,0.0,0.0
50118_G_GEN5,30.2867,-97.7356,Combined Cycle,NaturalGas,6.0,0.0,0,0.0,0.0
50150_G_GE10,28.5105,-96.7706,Combined Cycle,NaturalGas,15.0,3510.0,117,30.0,2886989.04
50150_G_GE11,28.5105,-96.7706,Combined Cycle,NaturalGas,30.0,10770.0,718,15.0,8858368.08
50150_G_GEN5,28.5105,-96.7706,Combined Cycle,NaturalGas,15.0,20594.846444722858,128,160.89723784939733,16939343.58017033
50150_G_GEN6,28.5105,-96.7706,Combined Cycle,NaturalGas,30.0,74880.0,720,104.0,61589099.52
50150_G_GEN7,28.5105,-96.7706,Combined Cycle,NaturalGas,6.0,0.0,0,0.0,0.0
50150_G_GEN8,28.5105,-96.7706,Combined Cycle,NaturalGas,30.0,0.0,0,0.0,0.0
50150_G_GEN9,28.5105,-96.7706,Combined Cycle,NaturalGas,15.0,0.0,0,0.0,0.0
54817_G_GT-1,32.3994,-97.4078,Combined Cycle,NaturalGas,163.0,0.0,0,0.0,0.0
54817_G_ST-1,32.3994,-97.4078,Combined Cycle,NaturalGas,104.0,0.0,0,0.0,0.0
55091_G_STK1,32.4302,-97.0537,Combined Cycle,NaturalGas,249.0,0.0,0,0.0,0.0
55091_G_STK2,32.4302,-97.0537,Combined Cycle,NaturalGas,249.0,0.0,0,0.0,0.0
55091_G_STK3,32.4302,-97.0537,Combined Cycle,NaturalGas,240.0,0.0,0,0.0,0.0
55091_G_STK4,32.4302,-97.0537,Combined Cycle,NaturalGas,246.0,0.0,0,0.0,0.0
55091_G_STK5,32.4302,-97.0537,Combined Cycle,NaturalGas,247.0,0.0,0,0.0,0.0
55091_G_STK6,32.4302,-97.0537,Combined Cycle,NaturalGas,252.0,0.0,0,0.0,0.0
55097_G_CTG1,33.6308,-95.59,Combined Cycle,NaturalGas,150.2,0.0,0,0.0,0.0
55097_G_CTG2,33.6308,-95.59,Combined Cycle,NaturalGas,150.2,0.0,0,0.0,0.0
55097_G_CTG3,33.6308,-95.59,Combined Cycle,NaturalGas,158.2,0.0,0,0.0,0.0
55097_G_CTG4,33.6308,-95.59,Combined Cycle,NaturalGas,158.2,0.0,0,0.0,0.0
55097_G_STG1,33.6308,-95.59,Combined Cycle,NaturalGas,200.6,0.0,0,0.0,0.0
55097_G_STG2,33.6308,-95.59,Combined Cycle,NaturalGas,200.6,1511.753126776311,10,151.1753126776311,1276601.4396593827
55123_G_CTG1,26.3403,-98.19,Combined Cycle,NaturalGas,221.0,934.2219623389303,7,133.4602803341329,815709.3668625007
55123_G_CTG2,26.3403,-98.19,Combined Cycle,NaturalGas,221.0,1304.2841162989919,9,144.92045736655464,1138826.5461576506
55123_G_STG,26.3403,-98.19,Combined Cycle,NaturalGas,240.0,0.0,0,0.0,0.0
55137_G_CTG1,29.593056,-97.973215,Combined Cycle,NaturalGas,163.0,2366.6841383435003,12,197.22367819529168,1992383.5751279225
55137_G_CTG2,29.593056,-97.973215,Combined Cycle,NaturalGas,163.0,2684.320418490317,14,191.73717274930837,2259784.4070243994
55137_G_CTG3,29.593056,-97.973215,Combined Cycle,NaturalGas,163.0,0.0,0,0.0,0.0
55137_G_STG1,29.593056,-97.973215,Combined Cycle,NaturalGas,323.0,0.0,0,0.0,0.0
55139_G_CTG1,32.33422,-97.731686,Combined Cycle,NaturalGas,212.5,0.0,0,0.0,0.0
55139_G_CTG2,32.33422,-97.731686,Combined Cycle,NaturalGas,212.5,0.0,0,0.0,0.0
55139_G_ST,32.33422,-97.731686,Combined Cycle,NaturalGas,280.0,0.0,0,0.0,0.0
55144_G_U1,29.7806,-97.9894,Combined Cycle,NaturalGas,215.0,0.0,0,0.0,0.0
55144_G_U2,29.7806,-97.9894,Combined Cycle,NaturalGas,215.0,0.0,0,0.0,0.0
55144_G_U3,29.7806,-97.9894,Combined Cycle,NaturalGas,224.0,54.46315418216136,1,54.46315418216136,49707.594948437574
55144_G_U4,29.7806,-97.9894,Combined Cycle,NaturalGas,227.0,148.0,1,148.0,135077.084
55153_G_CTG1,29.6244,-98.1419,Combined Cycle,NaturalGas,148.0,0.0,0,0.0,0.0
55153_G_CTG2,29.6244,-98.1419,Combined Cycle,NaturalGas,148.0,0.0,0,0.0,0.0
55153_G_CTG3,29.6244,-98.1419,Combined Cycle,NaturalGas,148.0,0.0,0,0.0,0.0
55153_G_CTG4,29.6244,-98.1419,Combined Cycle,NaturalGas,148.0,0.0,0,0.0,0.0
55153_G_STG1,29.6244,-98.1419,Combined Cycle,NaturalGas,197.0,0.0,0,0.0,0.0
55153_G_STG2,29.6244,-98.1419,Combined Cycle,NaturalGas,197.0,107280.0,720,149.0,95092455.6
55154_G_CTA,30.1478,-97.2714,Combined Cycle,NaturalGas,169.0,107280.0,720,149.0,92026393.2
55154_G_CTB,30.1478,-97.2714,Combined Cycle,NaturalGas,169.0,0.0,0,0.0,0.0
55154_G_ST,30.1478,-97.2714,Combined Cycle,NaturalGas,172.0,0.0,0,0.0,0.0
55168_G_0001,30.1458,-97.55,Combined Cycle,NaturalGas,149.0,0.0,0,0.0,0.0
55168_G_0002,30.1458,-97.55,Combined Cycle,NaturalGas,149.0,0.0,0,0.0,0.0
55168_G_0003,30.1458,-97.55,Combined Cycle,NaturalGas,227.0,61920.0,720,86.0,54835980.480000004
55172_G_GT-1,31.8594,-97.3586,Combined Cycle,NaturalGas,154.0,0.0,0,0.0,0.0
55172_G_GT-2,31.8594,-97.3586,Combined Cycle,NaturalGas,154.0,7721.749888544194,53,145.69339412347534,6511303.819515782
55172_G_GT-3,31.8594,-97.3586,Combined Cycle,NaturalGas,154.0,0.0,0,0.0,0.0
55172_G_ST-4,31.8594,-97.3586,Combined Cycle,NaturalGas,86.0,7249.776111395959,65,111.53501709839936,6113315.70772575
55172_G_ST-5,31.8594,-97.3586,Combined Cycle,NaturalGas,200.0,0.0,0,0.0,0.0
55223_G_GT1,32.32,-96.675,Combined Cycle,NaturalGas,245.1,0.0,0,0.0,0.0
55223_G_ST1,32.32,-96.675,Combined Cycle,NaturalGas,114.4,0.0,0,0.0,0.0
55226_G_GT1,31.8907,-96.1131,Combined Cycle,NaturalGas,153.0,0.0,0,0.0,0.0
55226_G_GT2,31.8907,-96.1131,Combined Cycle,NaturalGas,153.0,0.0,0,0.0,0.0
55226_G_GT3,31.8907,-96.1131,Combined Cycle,NaturalGas,149.0,0.0,0,0.0,0.0
55226_G_GT4,31.8907,-96.1131,Combined Cycle,NaturalGas,149.0,0.0,0,0.0,0.0
55226_G_ST3,31.8907,-96.1131,Combined Cycle,NaturalGas,177.0,0.0,0,0.0,0.0
55226_G_ST6,31.8907,-96.1131,Combined Cycle,NaturalGas,172.0,0.0,0,0.0,0.0
55230_G_CT1,33.101,-97.9574,Combined Cycle,NaturalGas,165.0,0.0,0,0.0,0.0
55230_G_CT2,33.101,-97.9574,Combined Cycle,NaturalGas,165.0,0.0,0,0.0,0.0
55230_G_CT3,33.101,-97.9574,Combined Cycle,NaturalGas,165.0,0.0,0,0.0,0.0
55230_G_CT4,33.101,-97.9574,Combined Cycle,NaturalGas,165.0,2441.273127228853,18,135.62628484604738,2158180.654122268
55230_G_ST1,33.101,-97.9574,Combined Cycle,NaturalGas,290.5,3059.0498399788075,20,152.9524919989404,2704319.361485025
55230_G_ST2,33.101,-97.9574,Combined Cycle,NaturalGas,290.5,4901.472898824079,34,144.1609676124729,4333093.200003539
55313_G_CTG1,27.882778,-97.242778,Combined Cycle,NaturalGas,155.0,0.0,0,0.0,0.0
55313_G_CTG2,27.882778,-97.242778,Combined Cycle,NaturalGas,155.0,0.0,0,0.0,0.0
55313_G_STG,27.882778,-97.242778,Combined Cycle,NaturalGas,150.0,0.0,0,0.0,0.0
55320_G_GT1,33.0583,-97.9103,Combined Cycle,NaturalGas,225.0,24610.198136291274,93,264.6257864117341,20691910.050219793
55320_G_GT2,33.0583,-97.9103,Combined Cycle,NaturalGas,225.0,0.0,0,0.0,0.0
55320_G_ST1,33.0583,-97.9103,Combined Cycle,NaturalGas,230.0,0.0,0,0.0,0.0
55327_G_STG1,29.7731,-94.9019,Combined Cycle,NaturalGas,275.0,0.0,0,0.0,0.0
55357_G_CTG1,29.4731,-95.6244,Combined Cycle,NaturalGas,166.0,79200.0,720,110.0,69574032.0
55357_G_CTG2,29.4731,-95.6244,Combined Cycle,NaturalGas,166.0,0.0,0,0.0,0.0
55357_G_STG1,29.4731,-95.6244,Combined Cycle,NaturalGas,193.0,113606.54064768237,720,157.78686201066995,99798801.69736306
55470_G_ST1,29.378097,-94.932773,Combined Cycle,NaturalGas,110.0,113760.0,720,158.0,75649603.68
55470_G_ST805,29.378097,-94.932773,Combined Cycle,NaturalGas,241.5,113760.0,720,158.0,75649603.68
55470_G_TR1,29.378097,-94.932773,Combined Cycle,NaturalGas,158.0,0.0,0,0.0,0.0
55470_G_TR2,29.378097,-94.932773,Combined Cycle,NaturalGas,158.0,0.0,0,0.0,0.0
55470_G_TR3,29.378097,-94.932773,Combined Cycle,NaturalGas,158.0,5869.742542283531,35,167.70692977952947,3903337.7024207525
55480_G_ST1,32.7563,-96.4916,Combined Cycle,NaturalGas,415.0,6012.303793996163,38,158.21852089463587,5192484.085558228
55480_G_ST2,32.7563,-96.4916,Combined Cycle,NaturalGas,415.0,6803.020942244579,43,158.2097893545251,5875381.415622935
55480_G_U1,32.7563,-96.4916,Combined Cycle,NaturalGas,168.0,7540.156832895858,47,160.42886878501827,6512003.667632678
55480_G_U2,32.7563,-96.4916,Combined Cycle,NaturalGas,168.0,8071.992137327445,49,164.7345334148458,6971319.5054578865
55480_G_U3,32.7563,-96.4916,Combined Cycle,NaturalGas,168.0,8302.163097623523,50,166.04326195247046,7170105.044120872
55480_G_U4,32.7563,-96.4916,Combined Cycle,NaturalGas,168.0,3250.9079717793893,23,141.34382485997344,2807623.9134714673
55480_G_U5,32.7563,-96.4916,Combined Cycle,NaturalGas,168.0,3474.5530990240068,25,138.98212396096028,3000773.4621003903
55480_G_U6,32.7563,-96.4916,Combined Cycle,NaturalGas,168.0,0.0,0,0.0,0.0
55545_G_CTG1,26.396691060140423,-98.18138763773901,Combined Cycle,NaturalGas,149.0,0.0,0,0.0,0.0
55545_G_CTG2,26.396691060140423,-98.18138763773901,Combined Cycle,NaturalGas,149.0,36000.0,720,50.0,30907450.046511617
55545_G_STG1,26.396691060140423,-98.18138763773901,Combined Cycle,NaturalGas,172.0,48020.0,686,70.0,41600484.92073644
56152_G_CTG1,28.988761,-95.395417,Combined Cycle,NaturalGas,169.4,3844.0,62,62.0,2385171.2479999997
56152_G_STG1,28.988761,-95.395417,Combined Cycle,NaturalGas,50.0,49680.0,720,69.0,30826042.56
56350_G_CT1A,29.2878,-96.0683,Combined Cycle,NaturalGas,70.0,0.0,0,0.0,0.0
56350_G_CT1B,29.2878,-96.0683,Combined Cycle,NaturalGas,62.0,0.0,0,0.0,0.0
56350_G_CT2A,29.2878,-96.0683,Combined Cycle,NaturalGas,69.0,0.0,0,0.0,0.0
56350_G_CT2B,29.2878,-96.0683,Combined Cycle,NaturalGas,63.0,0.0,0,0.0,0.0
56350_G_ST2,29.2878,-96.0683,Combined Cycle,NaturalGas,103.0,0.0,0,0.0,0.0
56806_G_4,29.751645,-94.92312,Combined Cycle,NaturalGas,172.0,0.0,0,0.0,0.0
56806_G_41,29.751645,-94.92312,Combined Cycle,NaturalGas,165.0,0.0,0,0.0,0.0
56806_G_42,29.751645,-94.92312,Combined Cycle,NaturalGas,165.0,0.0,0,0.0,0.0
58001_G_CTG-1,31.055833,-97.317222,Combined Cycle,NaturalGas,211.0,0.0,0,0.0,0.0
58001_G_CTG-2,31.055833,-97.317222,Combined Cycle,NaturalGas,211.0,0.0,0,0.0,0.0
58001_G_CTG-3,31.055833,-97.317222,Combined Cycle,NaturalGas,211.0,0.0,0,0.0,0.0
58001_G_CTG-4,31.055833,-97.317222,Combined Cycle,NaturalGas,211.0,0.0,0,0.0,0.0
