UniqueIDN,LAT,LON,PlantType,FuelType,Capacity,Total_generation_Sum,Non_Zero_Hours_Count,Average_generation_p_hour,PLCO2RTA_total
56128_G_4,39.761389,-92.453333,Combustion Turbine,Oil,1.8,0.0,0,0.0,0.0
7406_G_G3,39.694784,-92.04674,Combustion Turbine,Oil,1.6,0.0,0,0.0,0.0
7406_G_G4,39.694784,-92.04674,Combustion Turbine,Oil,1.6,0.0,0,0.0,0.0
7406_G_G5,39.694784,-92.04674,Combustion Turbine,Oil,1.6,0.0,0,0.0,0.0
7406_G_G6,39.694784,-92.04674,Combustion Turbine,Oil,1.8,0.0,0,0.0,0.0
7860_G_G7,39.69755,-92.053456,Combustion Turbine,Oil,1.8,0.0,0,0.0,0.0
7860_G_G8,39.69755,-92.053456,Combustion Turbine,Oil,1.8,0.0,0,0.0,0.0
59310_G_GEN1,37.231944,-92.453889,Landfill Gas,LF Gas,1.9,0.0,0,0.0,0.0
59310_G_GEN2,37.231944,-92.453889,Landfill Gas,LF Gas,1.9,0.0,0,0.0,0.0
6140_G_2,39.524791,-91.643969,Pumped Storage,Pumps,31.0,0.0,0,0.0,0.0
57909_B_BLR1,33.045278,-84.125556,Biomass,Biomass,54.0,38880.0,720,54.0,38.88
50201_B_WB1,34.9536,-83.3786,Biomass,Biomass,18.0,12960.0,720,18.0,0.0
57467_B_TE,32.960714,-87.655419,Biomass,Biomass,4.1,2951.9999999999613,720,4.099999999999946,0.0
57467_B_WE,32.960714,-87.655419,Biomass,Biomass,4.1,2951.9999999999613,720,4.099999999999946,0.0
60084_B_1005,30.694444,-83.303056,Biomass,Biomass,5.9,4248.0000000000355,720,5.900000000000049,152813.30400000128
60084_B_1006,30.694444,-83.303056,Biomass,Biomass,5.9,4248.0000000000355,720,5.900000000000049,152813.30400000128
60084_B_7020A,30.694444,-83.303056,Biomass,Biomass,5.9,4248.0000000000355,720,5.900000000000049,152813.30400000128
50465_B_PB,32.2544,-84.0667,Biomass,Biomass,40.0,0.0,0,0.0,0.0
54464_B_B004,32.7714,-83.6281,Biomass,Biomass,40.0,0.0,0,0.0,0.0
54004_B_HRSG,32.5036,-82.8443,Biomass,Biomass,22.0,0.0,0,0.0,0.0
54004_B_PB2,32.5036,-82.8443,Biomass,Biomass,22.0,0.0,0,0.0,0.0
999_G_nan_51,32.7888217841913,-86.82877413163189,Biomass,Biomass,29.4,0.0,0,0.0,0.0
999_G_nan_52,32.64909473878897,-83.44596500320117,Biomass,Biomass,158.5,0.0,0,0.0,0.0
753_B_ST,31.844708,-83.940734,Coal Steam,Coal,10.0,7200.0,720,10.0,1529524.8
26_B_5,33.244211,-86.458056,Coal Steam,Coal,832.0,231123.1777982595,639,361.69511392528875,482670710.8185512
3_B_4,31.0069,-88.0103,Coal Steam,Coal,362.0,100560.80572472341,639,157.37215293383946,129235216.67309967
6002_B_1,33.6319,-87.0597,Coal Steam,Coal,685.0,190287.71249015324,639,297.7898474024307,425741545.55383176
6002_B_2,33.6319,-87.0597,Coal Steam,Coal,685.0,190287.71249015324,639,297.7898474024307,425741545.55383176
6002_B_3,33.6319,-87.0597,Coal Steam,Coal,678.0,188343.1665231009,639,294.74673947277137,421390902.02262545
6002_B_4,33.6319,-87.0597,Coal Steam,Coal,678.0,188343.1665231009,639,294.74673947277137,421390902.02262545
6052_B_1,33.41342,-85.032329,Coal Steam,Coal,872.0,242234.86903856052,639,379.0843020947739,579940555.8369437
6052_B_2,33.41342,-85.032329,Coal Steam,Coal,872.0,242234.86903856052,639,379.0843020947739,579940555.8369437
6257_B_1,33.0606,-83.8075,Coal Steam,Coal,817.0,226956.29358314662,639,355.1741683617318,560813540.569827
6257_B_2,33.0606,-83.8075,Coal Steam,Coal,860.0,238901.3616664701,639,373.86754564392817,590330042.705081
6257_B_3,33.0606,-83.8075,Coal Steam,Coal,857.0,238067.9848234477,639,372.5633565312171,588270751.8584358
6257_B_4,33.0606,-83.8075,Coal Steam,Coal,858.0,238345.77710445496,639,372.9980862354538,588957182.1406503
703_B_1BLR,34.1256,-84.9222,Coal Steam,Coal,724.0,201121.61144944682,639,314.7443058676789,441587437.0170802
703_B_2BLR,34.1256,-84.9222,Coal Steam,Coal,724.0,201121.61144944682,639,314.7443058676789,441587437.0170802
703_B_3BLR,34.1256,-84.9222,Coal Steam,Coal,892.0,247790.7146587108,639,387.77889617951615,544055240.0818173
703_B_4BLR,34.1256,-84.9222,Coal Steam,Coal,892.0,247790.7146587108,639,387.77889617951615,544055240.0818173
6073_B_1,30.5322,-88.5553,Coal Steam,Coal,510.0,0.0,0,0.0,0.0
6073_B_2,30.5322,-88.5553,Coal Steam,Coal,510.0,0.0,0,0.0,0.0
641_B_4,30.5661,-87.2244,Coal Steam,Coal,75.0,0.0,0,0.0,0.0
641_B_5,30.5661,-87.2244,Coal Steam,Coal,75.0,0.0,0,0.0,0.0
3_B_5,31.0069,-88.0103,Coal Steam,Coal,726.0,0.0,0,0.0,0.0
641_B_6,30.5661,-87.2244,Coal Steam,Coal,299.0,0.0,0,0.0,0.0
641_B_7,30.5661,-87.2244,Coal Steam,Coal,475.0,0.0,0,0.0,0.0
7063_G_1,31.2546,-88.0299,Combined Cycle,NaturalGas,110.0,0.0,0,0.0,0.0
7698_G_1,32.310226,-86.52542,Combined Cycle,NaturalGas,85.0,0.0,0,0.0,0.0
7698_G_2,32.310226,-86.52542,Combined Cycle,NaturalGas,12.0,0.0,0,0.0,0.0
55040_G_CT1,32.4856,-83.6039,Combined Cycle,NaturalGas,101.5,0.0,0,0.0,0.0
55040_G_CT2,32.4856,-83.6039,Combined Cycle,NaturalGas,101.5,0.0,0,0.0,0.0
55040_G_ST1,32.4856,-83.6039,Combined Cycle,NaturalGas,100.0,0.0,0,0.0,0.0
54550_G_901C,30.43203,-88.18241,Combined Cycle,NaturalGas,3.4,0.0,0,0.0,0.0
55241_G_ST01,30.7478,-88.0575,Combined Cycle,NaturalGas,75.0,0.0,0,0.0,0.0
55242_G_ST01,30.5664,-87.115,Combined Cycle,NaturalGas,74.5,0.0,0,0.0,0.0
7697_G_1,31.2504,-88.0156,Combined Cycle,NaturalGas,75.0,53914.762520860066,719,74.98576150328243,37637787.88628737
7697_G_2,31.2504,-88.0156,Combined Cycle,NaturalGas,25.0,17971.587506953358,719,24.99525383442748,12545929.295429124
57037_G_1A,32.654722,-88.762222,Combined Cycle,NaturalGas,204.5,0.0,0,0.0,0.0
57037_G_1B,32.654722,-88.762222,Combined Cycle,NaturalGas,204.5,0.0,0,0.0,0.0
57037_G_1C,32.654722,-88.762222,Combined Cycle,NaturalGas,146.2,0.0,0,0.0,0.0
3_G_A1CT,31.0069,-88.0103,Combined Cycle,NaturalGas,154.0,0.0,0,0.0,0.0
3_G_A1CT2,31.0069,-88.0103,Combined Cycle,NaturalGas,154.0,110880.0,720,154.0,142496877.6
3_G_A1ST,31.0069,-88.0103,Combined Cycle,NaturalGas,173.0,110880.0,720,154.0,142496877.6
3_G_A2C1,31.0069,-88.0103,Combined Cycle,NaturalGas,154.0,121860.96159222569,706,172.60759432326586,156609005.48544088
3_G_A2C2,31.0069,-88.0103,Combined Cycle,NaturalGas,154.0,110880.0,720,154.0,142496877.6
3_G_A2ST,31.0069,-88.0103,Combined Cycle,NaturalGas,173.0,110880.0,720,154.0,142496877.6
533_G_1,31.400255,-86.476449,Combined Cycle,NaturalGas,9.0,122138.0,706,173.0,103898277.494
533_G_2,31.400255,-86.476449,Combined Cycle,NaturalGas,9.0,6374.510491215374,709,8.99084695516978,5422560.217988743
533_G_3,31.400255,-86.476449,Combined Cycle,NaturalGas,22.0,6480.0,720,9.0,5512296.24
533_G_4,31.400255,-86.476449,Combined Cycle,NaturalGas,108.0,77760.0,720,108.0,66147554.88
533_G_VAN1,31.400255,-86.476449,Combined Cycle,NaturalGas,171.0,0.0,0,0.0,0.0
533_G_VAN2,31.400255,-86.476449,Combined Cycle,NaturalGas,168.0,297.43805063437793,2,148.71902531718897,253019.54446679185
533_G_VAN3,31.400255,-86.476449,Combined Cycle,NaturalGas,176.0,0.0,0,0.0,0.0
54550_G_901,30.43203,-88.18241,Combined Cycle,NaturalGas,0.9,1.8,2,0.9,1108.6848
54550_G_901A,30.43203,-88.18241,Combined Cycle,NaturalGas,3.6,2427.6000000000327,714,3.4000000000000457,1495246.2336000202
54550_G_901B,30.43203,-88.18241,Combined Cycle,NaturalGas,3.6,0.0,0,0.0,0.0
55241_G_CT01,30.7478,-88.0575,Combined Cycle,NaturalGas,155.0,0.0,0,0.0,0.0
55242_G_CT01,30.5664,-87.115,Combined Cycle,NaturalGas,161.4,0.0,0,0.0,0.0
55271_G_GTG1,32.6514,-86.7386,Combined Cycle,NaturalGas,152.0,0.0,0,0.0,0.0
55271_G_GTG2,32.6514,-86.7386,Combined Cycle,NaturalGas,152.0,0.0,0,0.0,0.0
55271_G_GTG3,32.6514,-86.7386,Combined Cycle,NaturalGas,149.0,0.0,0,0.0,0.0
55271_G_STG1,32.6514,-86.7386,Combined Cycle,NaturalGas,392.0,0.0,0,0.0,0.0
55382_G_1GT1,34.7094,-84.9175,Combined Cycle,NaturalGas,210.0,0.0,0,0.0,0.0
55382_G_1GT2,34.7094,-84.9175,Combined Cycle,NaturalGas,210.0,0.0,0,0.0,0.0
55382_G_1STG,34.7094,-84.9175,Combined Cycle,NaturalGas,210.0,0.0,0,0.0,0.0
55382_G_2GT1,34.7094,-84.9175,Combined Cycle,NaturalGas,210.0,2790.9899654885144,16,174.43687284303215,2456679.605442369
55382_G_2GT2,34.7094,-84.9175,Combined Cycle,NaturalGas,210.0,118372.38810950555,701,168.8621798994373,104193506.71697275
55382_G_2STG,34.7094,-84.9175,Combined Cycle,NaturalGas,210.0,115838.05474428459,707,163.84449044453265,101962740.87090468
55406_G_STG,32.277252,-81.284411,Combined Cycle,NaturalGas,176.0,0.0,0,0.0,0.0
55406_G_UNT1,32.277252,-81.284411,Combined Cycle,NaturalGas,169.0,0.0,0,0.0,0.0
55406_G_UNT2,32.277252,-81.284411,Combined Cycle,NaturalGas,164.0,0.0,0,0.0,0.0
55411_G_HEC1,33.000669,-85.903278,Combined Cycle,NaturalGas,220.5,1371.2000000000003,8,171.40000000000003,1137908.1456000004
55411_G_HEC2,33.000669,-85.903278,Combined Cycle,NaturalGas,220.5,704.4,4,176.1,584555.4972
55411_G_HECS,33.000669,-85.903278,Combined Cycle,NaturalGas,280.8,0.0,0,0.0,0.0
55440_G_CTG1,32.6497,-86.74,Combined Cycle,NaturalGas,172.5,125296.48870240548,702,178.48502664160324,114038098.00653952
55440_G_CTG2,32.6497,-86.74,Combined Cycle,NaturalGas,171.4,125520.41747014095,704,178.29604754281385,114241905.8787789
55440_G_CTG3,32.6497,-86.74,Combined Cycle,NaturalGas,176.1,125913.93486194806,690,182.48396356804068,114600064.15886258
55440_G_ST1,32.6497,-86.74,Combined Cycle,NaturalGas,399.2,127250.63216525828,695,183.0944347701558,115816653.86268117
55965_G_CT6A,33.406385,-85.036988,Combined Cycle,NaturalGas,178.5,0.0,0,0.0,0.0
55965_G_CT6B,33.406385,-85.036988,Combined Cycle,NaturalGas,178.5,0.0,0,0.0,0.0
55965_G_CT7A,33.406385,-85.036988,Combined Cycle,NaturalGas,183.5,0.0,0,0.0,0.0
55965_G_CT7B,33.406385,-85.036988,Combined Cycle,NaturalGas,183.5,0.0,0,0.0,0.0
55965_G_ST6,33.406385,-85.036988,Combined Cycle,NaturalGas,213.0,2315.9133014622653,13,178.14717703555885,1902775.2117011105
55965_G_ST7,33.406385,-85.036988,Combined Cycle,NaturalGas,213.0,2651.37900976601,15,176.75860065106733,2178396.856834842
56150_G_10ST,32.3478,-81.1817,Combined Cycle,NaturalGas,281.8,3609.1167214945413,20,180.45583607472707,3022440.361948718
56150_G_11ST,32.3478,-81.1817,Combined Cycle,NaturalGas,281.8,3775.217356730958,22,171.60078894231626,3161540.674524914
56150_G_C10A,32.3478,-81.1817,Combined Cycle,NaturalGas,189.6,0.0,0,0.0,0.0
56150_G_C10B,32.3478,-81.1817,Combined Cycle,NaturalGas,189.6,110303.99999999863,720,153.1999999999981,92373643.58399886
56150_G_C11A,32.3478,-81.1817,Combined Cycle,NaturalGas,187.9,110277.35244531148,720,153.16298950737706,92351327.69591632
56150_G_C11B,32.3478,-81.1817,Combined Cycle,NaturalGas,187.9,115384.15157993727,667,172.98973250365407,96627996.20401216
6073_G_3,30.5322,-88.5553,Combined Cycle,NaturalGas,153.2,111646.20600181555,713,156.5865441820695,133936817.61490202
6073_G_3CT,30.5322,-88.5553,Combined Cycle,NaturalGas,153.2,111875.59072590465,714,156.6885024172334,134211999.91669442
6073_G_3ST,30.5322,-88.5553,Combined Cycle,NaturalGas,173.6,4853.183622207026,28,173.32798650739377,5822141.145115147
6073_G_4,30.5322,-88.5553,Combined Cycle,NaturalGas,156.8,0.0,0,0.0,0.0
6073_G_4CT,30.5322,-88.5553,Combined Cycle,NaturalGas,156.8,0.0,0,0.0,0.0
6073_G_4ST,30.5322,-88.5553,Combined Cycle,NaturalGas,175.4,0.0,0,0.0,0.0
643_G_3A,30.2686,-85.7003,Combined Cycle,NaturalGas,12.0,0.0,0,0.0,0.0
643_G_3B,30.2686,-85.7003,Combined Cycle,NaturalGas,12.0,0.0,0,0.0,0.0
643_G_3S,30.2686,-85.7003,Combined Cycle,NaturalGas,481.0,0.0,0,0.0,0.0
710_G_4,33.8239,-84.4758,Combined Cycle,NaturalGas,375.0,0.0,0,0.0,0.0
710_G_5,33.8239,-84.4758,Combined Cycle,NaturalGas,375.0,0.0,0,0.0,0.0
710_G_5ACT,33.8239,-84.4758,Combined Cycle,NaturalGas,224.0,0.0,0,0.0,0.0
710_G_5BCT,33.8239,-84.4758,Combined Cycle,NaturalGas,224.0,0.0,0,0.0,0.0
710_G_6,33.8239,-84.4758,Combined Cycle,NaturalGas,375.0,0.0,0,0.0,0.0
710_G_6ACT,33.8239,-84.4758,Combined Cycle,NaturalGas,225.5,0.0,0,0.0,0.0
710_G_6BCT,33.8239,-84.4758,Combined Cycle,NaturalGas,225.5,123747.011856857,669,184.97311189365772,98587759.3822157
710_G_CT4A,33.8239,-84.4758,Combined Cycle,NaturalGas,223.0,124434.13783412932,674,184.62038254321857,99135184.40279682
710_G_CT4B,33.8239,-84.4758,Combined Cycle,NaturalGas,223.0,119962.45356752462,708,169.43849373944155,95572647.20780405
7710_G_CT1A,32.6078,-85.0975,Combined Cycle,NaturalGas,185.3,120006.0,708,169.5,98720655.786
7710_G_CT1B,32.6078,-85.0975,Combined Cycle,NaturalGas,185.3,3277.4904316617394,18,182.0828017589855,2696165.2312883283
7710_G_CT2A,32.6078,-85.0975,Combined Cycle,NaturalGas,169.5,3455.781199063484,19,181.88322100334128,2842832.743566793
7710_G_CT2B,32.6078,-85.0975,Combined Cycle,NaturalGas,169.5,0.0,0,0.0,0.0
7710_G_CT3A,32.6078,-85.0975,Combined Cycle,NaturalGas,188.6,0.0,0,0.0,0.0
7710_G_CT3B,32.6078,-85.0975,Combined Cycle,NaturalGas,188.6,0.0,0,0.0,0.0
7710_G_ST1,32.6078,-85.0975,Combined Cycle,NaturalGas,213.0,115200.0,720,160.0,94767091.2
7710_G_ST2,32.6078,-85.0975,Combined Cycle,NaturalGas,281.0,0.0,0,0.0,0.0
7710_G_ST3,32.6078,-85.0975,Combined Cycle,NaturalGas,281.0,0.0,0,0.0,0.0
7721_G_1,30.525445,-88.128477,Combined Cycle,NaturalGas,160.0,0.0,0,0.0,0.0
7721_G_2,30.525445,-88.128477,Combined Cycle,NaturalGas,64.7,0.0,0,0.0,0.0
7897_G_CT1A,32.381352,-86.574366,Combined Cycle,NaturalGas,172.8,0.0,0,0.0,0.0
7897_G_CT1B,32.381352,-86.574366,Combined Cycle,NaturalGas,172.8,0.0,0,0.0,0.0
7897_G_CT2A,32.381352,-86.574366,Combined Cycle,NaturalGas,183.3,0.0,0,0.0,0.0
7897_G_CT2B,32.381352,-86.574366,Combined Cycle,NaturalGas,183.3,0.0,0,0.0,0.0
7897_G_ST1,32.381352,-86.574366,Combined Cycle,NaturalGas,282.0,0.0,0,0.0,0.0
7897_G_ST2,32.381352,-86.574366,Combined Cycle,NaturalGas,282.0,0.0,0,0.0,0.0
7917_G_1,33.4072,-85.0386,Combined Cycle,NaturalGas,142.8,106963.20240891809,718,148.97381951102798,89023227.13769194
7917_G_2,33.4072,-85.0386,Combined Cycle,NaturalGas,149.1,113058.08407306574,683,165.53160186393225,94095869.15424708
7917_G_3,33.4072,-85.0386,Combined Cycle,NaturalGas,166.0,104543.99999999868,720,145.19999999999817,87009775.77599889
7946_G_CT1,33.4083,-85.0403,Combined Cycle,NaturalGas,145.2,102527.99999999897,720,142.39999999999856,87494831.99999912
7946_G_CT2,33.4083,-85.0403,Combined Cycle,NaturalGas,142.4,0.0,0,0.0,0.0
7946_G_ST1,33.4083,-85.0403,Combined Cycle,NaturalGas,201.6,0.0,0,0.0,0.0
10_G_GT10,32.6017,-87.7811,Combustion Turbine,NaturalGas,85.0,61200.0,720,85.0,82685606.39999999
10_G_GT2,32.6017,-87.7811,Combustion Turbine,NaturalGas,84.0,60480.0,720,84.0,81712834.55999999
10_G_GT3,32.6017,-87.7811,Combustion Turbine,NaturalGas,82.0,59040.0,720,82.0,79767290.88
10_G_GT4,32.6017,-87.7811,Combustion Turbine,NaturalGas,81.0,58320.0,720,81.0,78794519.03999999
10_G_GT5,32.6017,-87.7811,Combustion Turbine,NaturalGas,82.0,59040.0,720,82.0,79767290.88
10_G_GT6,32.6017,-87.7811,Combustion Turbine,NaturalGas,81.0,58320.0,720,81.0,78794519.03999999
10_G_GT7,32.6017,-87.7811,Combustion Turbine,NaturalGas,80.0,57600.0,720,80.0,77821747.19999999
10_G_GT8,32.6017,-87.7811,Combustion Turbine,NaturalGas,83.0,59760.0,720,83.0,80740062.72
10_G_GT9,32.6017,-87.7811,Combustion Turbine,NaturalGas,82.0,59040.0,720,82.0,79767290.88
54538_G_MAG1,34.35058892743861,-82.96402556200111,Combustion Turbine,NaturalGas,149.5,107640.0,720,149.5,150483195.72
54538_G_MAG2,34.35058892743861,-82.96402556200111,Combustion Turbine,NaturalGas,144.2,103823.99999999869,720,144.19999999999817,145148339.95199817
55138_G_UN1,32.54098,-85.038879,Combustion Turbine,NaturalGas,50.0,35999.99999999999,720,49.99999999999999,57591395.999999985
55138_G_UN2,32.54098,-85.038879,Combustion Turbine,NaturalGas,50.0,35999.99999999999,720,49.99999999999999,57591395.999999985
55244_G_CTG1,33.837699,-83.699577,Combustion Turbine,NaturalGas,61.0,43920.0,720,61.0,64528274.16
55244_G_CTG2,33.837699,-83.699577,Combustion Turbine,NaturalGas,58.0,41760.0,720,58.0,61354752.48
55244_G_CTG3,33.837699,-83.699577,Combustion Turbine,NaturalGas,60.0,43200.0,720,60.0,63470433.6
55244_G_CTG4,33.837699,-83.699577,Combustion Turbine,NaturalGas,75.0,54000.0,720,75.0,79338042.0
55244_G_CTG5,33.837699,-83.699577,Combustion Turbine,NaturalGas,75.0,54000.0,720,75.0,79338042.0
7715_G_1,30.59208,-87.135391,Combustion Turbine,NaturalGas,4.0,2880.0,720,4.0,6944670.72
7715_G_2,30.59208,-87.135391,Combustion Turbine,NaturalGas,4.0,2880.0,720,4.0,6944670.72
7715_G_3,30.59208,-87.135391,Combustion Turbine,NaturalGas,4.0,2880.0,720,4.0,6944670.72
2048_G_A,32.2925,-88.7461,Combustion Turbine,NaturalGas,32.0,20794.808810972758,660,31.507286077231452,60841285.260673605
2049_G_A,30.4392,-89.0286,Combustion Turbine,NaturalGas,33.0,21444.646586315655,660,32.491888767144935,26611734.181288414
6124_G_CT1,32.356287,-81.168347,Combustion Turbine,NaturalGas,82.2,53416.66513318574,660,80.93434111088749,113912694.31313772
6124_G_CT2,32.356287,-81.168347,Combustion Turbine,NaturalGas,82.2,53416.66513318574,660,80.93434111088749,113912694.31313772
6124_G_CT3,32.356287,-81.168347,Combustion Turbine,NaturalGas,82.2,53416.66513318574,660,80.93434111088749,113912694.31313772
6124_G_CT4,32.356287,-81.168347,Combustion Turbine,NaturalGas,82.2,53416.66513318574,660,80.93434111088749,113912694.31313772
6124_G_CT5,32.356287,-81.168347,Combustion Turbine,NaturalGas,82.2,53416.66513318574,660,80.93434111088749,113912694.31313772
6124_G_CT6,32.356287,-81.168347,Combustion Turbine,NaturalGas,82.2,53416.66513318574,660,80.93434111088749,113912694.31313772
6124_G_CT7,32.356287,-81.168347,Combustion Turbine,NaturalGas,82.2,53416.66513318574,660,80.93434111088749,113912694.31313772
6124_G_CT8,32.356287,-81.168347,Combustion Turbine,NaturalGas,82.2,53416.66513318574,660,80.93434111088749,113912694.31313772
643_G_CT1,30.2686,-85.7003,Combustion Turbine,NaturalGas,32.0,20794.808810972758,660,31.507286077231452,17642877.255067185
7348_G_1,32.5792,-83.5822,Combustion Turbine,NaturalGas,80.0,51987.022027431885,660,78.76821519307862,99185415.48187296
7348_G_2,32.5792,-83.5822,Combustion Turbine,NaturalGas,80.0,51987.022027431885,660,78.76821519307862,99185415.48187296
710_G_3A,33.8239,-84.4758,Combustion Turbine,NaturalGas,32.0,0.0,0,0.0,0.0
710_G_3B,33.8239,-84.4758,Combustion Turbine,NaturalGas,32.0,0.0,0,0.0,0.0
753_G_GT1,31.844708,-83.940734,Combustion Turbine,NaturalGas,4.0,0.0,0,0.0,0.0
2047_G_1,30.34,-88.4919,Combustion Turbine,NaturalGas,15.0,35738.18181818181,720,49.636363636363626,20172238.03636363
2047_G_2,30.34,-88.4919,Combustion Turbine,NaturalGas,15.0,35738.18181818181,720,49.636363636363626,20172238.03636363
2047_G_3,30.34,-88.4919,Combustion Turbine,NaturalGas,16.0,38120.72727272716,720,52.945454545454396,21517053.905454487
2047_G_4,30.34,-88.4919,Combustion Turbine,NaturalGas,16.0,38120.72727272716,720,52.945454545454396,21517053.905454487
2047_G_5,30.34,-88.4919,Combustion Turbine,NaturalGas,70.0,166778.1818181809,720,231.63636363636235,94137110.83636312
10416_G_GEN4,30.5958,-87.2525,Combustion Turbine,NaturalGas,82.0,0.0,0,0.0,0.0
55672_G_CT1,33.1189,-82.8608,Combustion Turbine,NaturalGas,72.1,204.39544255740054,4,51.098860639350136,332788.8925451424
55672_G_CT2,33.1189,-82.8608,Combustion Turbine,NaturalGas,72.1,204.39544255740054,4,51.098860639350136,332788.8925451424
55672_G_CT3,33.1189,-82.8608,Combustion Turbine,NaturalGas,72.0,204.11195373277167,4,51.02798843319292,332327.326813457
55672_G_CT4,33.1189,-82.8608,Combustion Turbine,NaturalGas,72.0,204.11195373277167,4,51.02798843319292,332327.326813457
55672_G_CT5,33.1189,-82.8608,Combustion Turbine,NaturalGas,72.1,204.39544255740054,4,51.098860639350136,332788.8925451424
55672_G_CT6,33.1189,-82.8608,Combustion Turbine,NaturalGas,72.1,204.39544255740054,4,51.098860639350136,332788.8925451424
55672_G_CT7,33.1189,-82.8608,Combustion Turbine,NaturalGas,72.0,204.11195373277167,4,51.02798843319292,332327.326813457
7829_G_1,32.9842,-83.8464,Combustion Turbine,NaturalGas,93.6,265.3455398526032,4,66.3363849631508,410838.7448824232
7829_G_2,32.9842,-83.8464,Combustion Turbine,NaturalGas,93.8,265.91251750186086,4,66.47812937546522,411716.6054484112
55672_G_CT8,33.1189,-82.8608,Combustion Turbine,NaturalGas,72.0,15182.977857901727,712,21.32440710379456,24720347.595076993
7765_G_4,34.042267,-83.397721,Combustion Turbine,NaturalGas,73.2,15436.027488867057,712,21.679813888858227,23724201.780656867
7765_G_6,34.042267,-83.397721,Combustion Turbine,NaturalGas,74.9,15794.514466067543,712,22.183306834364526,24275173.67993445
7765_G_7,34.042267,-83.397721,Combustion Turbine,NaturalGas,75.0,15815.601935314273,712,22.21292406645263,24307583.79165611
7765_G_8,34.042267,-83.397721,Combustion Turbine,NaturalGas,74.0,15604.727242843644,712,21.916751745566916,23983482.674434382
7765_G_9,34.042267,-83.397721,Combustion Turbine,NaturalGas,76.1,16047.564097032133,712,22.538713619427153,24664095.020600274
55409_G_CAL1,33.5883,-85.9731,Combustion Turbine,NaturalGas,158.0,0.0,0,0.0,0.0
7765_G_1,34.042267,-83.397721,Combustion Turbine,NaturalGas,74.8,373.49919657204066,5,74.69983931440814,574044.7346818424
7765_G_10,34.042267,-83.397721,Combustion Turbine,NaturalGas,75.2,375.4965184788431,5,75.09930369576861,577114.4926213176
7765_G_2,34.042267,-83.397721,Combustion Turbine,NaturalGas,74.0,369.50455275843603,5,73.9009105516872,567905.2188028924
7765_G_3,34.042267,-83.397721,Combustion Turbine,NaturalGas,74.7,372.9998660953401,5,74.59997321906802,573277.2951969737
7765_G_5,34.042267,-83.397721,Combustion Turbine,NaturalGas,74.7,372.9998660953401,5,74.59997321906802,573277.2951969737
54004_G_GEN2,32.5036,-82.8443,Combustion Turbine,NaturalGas,40.0,200.0,5,40.0,110498.2
54730_G_701,30.403538,-88.12833,Combustion Turbine,NaturalGas,3.0,0.0,0,0.0,0.0
56018_G_1,33.1661,-86.2825,Combustion Turbine,NaturalGas,47.5,0.0,0,0.0,0.0
56018_G_2,33.1661,-86.2825,Combustion Turbine,NaturalGas,47.5,0.0,0,0.0,0.0
7916_G_2,32.5892,-84.6917,Combustion Turbine,NaturalGas,95.8,0.0,0,0.0,0.0
7916_G_6,32.5892,-84.6917,Combustion Turbine,NaturalGas,95.3,0.0,0,0.0,0.0
55061_G_GTG1,33.3516,-84.9996,Combustion Turbine,NaturalGas,157.5,113400.0,720,157.5,146261052.0
55061_G_GTG2,33.3516,-84.9996,Combustion Turbine,NaturalGas,157.5,113400.0,720,157.5,146261052.0
55061_G_GTG3,33.3516,-84.9996,Combustion Turbine,NaturalGas,157.5,113400.0,720,157.5,146261052.0
55061_G_GTG4,33.3516,-84.9996,Combustion Turbine,NaturalGas,157.5,112700.99972706227,716,157.40363090371827,145359495.42797038
55061_G_GTG5,33.3516,-84.9996,Combustion Turbine,NaturalGas,157.5,111803.80734325919,711,157.24867418179915,144202314.63518885
55061_G_GTG6,33.3516,-84.9996,Combustion Turbine,NaturalGas,157.5,1402.73352553311,10,140.27335255331099,1809217.6465620946
55128_G_101G,33.8148,-83.6954,Combustion Turbine,NaturalGas,151.5,3425.2980732630886,23,148.92600318535168,4227427.525463693
55128_G_102G,33.8148,-83.6954,Combustion Turbine,NaturalGas,151.5,3652.9712752825617,27,135.29523241787265,4508416.782585681
55128_G_103G,33.8148,-83.6954,Combustion Turbine,NaturalGas,151.5,116207.99999999859,720,161.39999999999804,143421357.02399826
55141_G_CT1,33.358472,-84.991391,Combustion Turbine,NaturalGas,162.6,117287.99999999856,720,162.899999999998,158215178.44799805
55141_G_CT2,33.358472,-84.991391,Combustion Turbine,NaturalGas,161.4,0.0,0,0.0,0.0
55141_G_CT3,33.358472,-84.991391,Combustion Turbine,NaturalGas,162.9,0.0,0,0.0,0.0
55267_G_712,32.9111,-84.3064,Combustion Turbine,NaturalGas,151.6,1155.2,8,144.4,1575443.2768
55267_G_713,32.9111,-84.3064,Combustion Turbine,NaturalGas,148.6,0.0,0,0.0,0.0
55267_G_714,32.9111,-84.3064,Combustion Turbine,NaturalGas,150.5,0.0,0,0.0,0.0
55267_G_715,32.9111,-84.3064,Combustion Turbine,NaturalGas,144.4,0.0,0,0.0,0.0
55304_G_CT1,31.3869,-84.08,Combustion Turbine,NaturalGas,49.0,0.0,0,0.0,0.0
55304_G_CT4,31.3869,-84.08,Combustion Turbine,NaturalGas,49.0,108720.0,720,151.0,125879821.2
55304_G_CT5,31.3869,-84.08,Combustion Turbine,NaturalGas,49.0,113687.99999999865,720,157.89999999999813,131631945.47999844
