index_hours,large_cf_mean,small_cf_mean
71,0.11605757106937792,0.10506572260409668
72,0.09941446876549882,0.1056729891294985
73,0.09110073127661272,0.10624723643484305
74,0.08916212034850582,0.1022834944097025
75,0.08985075081077036,0.09808431098937069
76,0.09790807677787565,0.10879545885230935
77,0.11978366023232076,0.11365646229205069
78,0.14086307254616026,0.12069816987383786
79,0.14059494052979926,0.12065079447114693
80,0.110146946214856,0.1186753837407618
81,0.08331194857129227,0.09880499135757806
82,0.07260928641516542,0.09166566173388231
83,0.06687796456544931,0.08847858918922023
84,0.06314344487131719,0.09062196725641866
85,0.062080169827910245,0.08740331110996259
86,0.06773253255624398,0.10033392480805785
87,0.09780320919478969,0.11598216387869599
88,0.15472348268944638,0.13037280135062965
89,0.19106236207856597,0.1618171481730322
90,0.195071388093129,0.16410121683004003
91,0.17852451721843465,0.1535522938308612
92,0.1684535280333668,0.13963110353104669
93,0.13891890980483118,0.13469831917813724
94,0.12686201646791173,0.1199990237795809
95,0.11591692513441558,0.11159491446586388
96,0.10313685671962684,0.10483171682716878
97,0.09980844188156297,0.10062104846073011
98,0.08506734966306663,0.09846618544742479
99,0.08110191566343346,0.10089812278555882
100,0.0894425897275828,0.10780057539579994
101,0.09493189364535345,0.11268741996428183
102,0.11376302722691453,0.1144388742455826
103,0.113179264347736,0.11860647406412045
104,0.10265487708285526,0.10660614100068334
105,0.09586686011651406,0.09327068295232023
106,0.08007853142614156,0.0875152893345048
107,0.08419715434616502,0.0857939830367346
108,0.07802888423359068,0.08509770817900436
109,0.07635532098116579,0.08470578439310673
110,0.07936358125674955,0.0925715368580633
111,0.09816880637660703,0.1073540981158946
112,0.14359456465148185,0.13055081801528648
113,0.1772149061661316,0.1617281398407038
114,0.17645019530045178,0.16255649157866325
115,0.16648983113440405,0.15321205230244456
116,0.16304523946409785,0.1412332535129579
117,0.13927258086935637,0.1233196088227356
118,0.11600369791885141,0.11054834875187347
119,0.10307187994265592,0.10195760906391947
120,0.09344873702417876,0.1045532068840767
121,0.08446323013540667,0.10660614100068336
122,0.08207697856342104,0.10988365749593719
123,0.08073796346331157,0.11045934041954508
124,0.08528757158754716,0.11238594012897594
125,0.10476579984356225,0.11770059893993948
126,0.1372537770835955,0.12073262471215852
127,0.14709302947231456,0.12118197322859063
128,0.11730508406267709,0.1152327711452214
129,0.08979852264193931,0.10211265583636249
130,0.0771570439349936,0.09279262207062093
131,0.07006388286414343,0.08619164929568568
132,0.06406463462077826,0.08507617390505395
133,0.06933782906830704,0.08624907402622013
134,0.07896940251797348,0.0967333942035477
135,0.0993137136366515,0.1146613950764036
136,0.15089910587019945,0.13555107642657388
137,0.19270569879233668,0.16676572432683862
138,0.18559629352724377,0.15736960279313889
139,0.1790685949142101,0.15570284998937642
140,0.16324510474009699,0.14341682889153043
141,0.13918950929373533,0.13302869513784807
142,0.11457770441159416,0.11873855094434968
143,0.1018264231764761,0.10513463228073802
144,0.09006336469490936,0.10319654762520027
145,0.08323134446821442,0.10061243475114993
146,0.07662160239311938,0.09791921488908414
147,0.07871751469585521,0.10245146174651576
148,0.09099935927962963,0.10586536197678893
149,0.11296788419986857,0.10959366260673822
150,0.14362191247216893,0.11550410299699669
151,0.14520294550422388,0.11748238496390856
152,0.12381242602722936,0.10575338375224672
153,0.10183752680292049,0.10149677560138048
154,0.08634282734518872,0.09475511223663582
155,0.08320708098820631,0.0930309347023389
156,0.07897495433119568,0.09025444898099816
157,0.07974809572806478,0.09483981371417415
158,0.08577818737821995,0.09964052118685432
159,0.10402679181687406,0.11855335618837609
160,0.15674537081588624,0.12822798766516788
161,0.19466939569129946,0.15675946503121033
162,0.1927089887557276,0.15336135660183414
163,0.18125785992816362,0.14744804497504893
164,0.16303002338341477,0.13521370613468395
165,0.13387416219026024,0.12051441073612762
166,0.11728966235928209,0.1104363705273313
167,0.10158399399910677,0.1051719583555854
168,0.09294537262536612,0.09505228521715163
169,0.0797129342443242,0.09065067962168588
170,0.07963068515955089,0.09159388082071426
171,0.08407439758714086,0.09291895647779674
172,0.08769541354428578,0.10002383126317181
173,0.10259113404215595,0.1114714512952148
174,0.13280327910651174,0.11888929086200262
175,0.14185150092242352,0.12285877536019663
176,0.1217529089445057,0.11097185613956505
177,0.08709314462103324,0.1026093797554855
178,0.07992081880608874,0.1009512406613032
179,0.06862945882569692,0.1000755135206528
180,0.06770066103589432,0.0937918123819204
181,0.07202038296818851,0.08891788837780878
182,0.0787421894212872,0.09547292136831649
183,0.09802404798740603,0.106708069897382
184,0.1453810147727581,0.1181154926180509
185,0.186680336464556,0.14634549014878745
186,0.1895097049807578,0.15655847847433974
187,0.1801345430528722,0.15598566678725861
188,0.16358335410122724,0.14255545793351362
189,0.15122913032285235,0.13172946060950608
190,0.12237759074335901,0.1169095732768274
191,0.10516326854572926,0.1092677772609552
192,0.09021758172885931,0.1021528531477366
193,0.0833072192489178,0.09824222899834044
194,0.07865130418261271,0.09931750707759802
195,0.08216539632955235,0.10276299090966516
196,0.0872331736878598,0.10543036964299046
197,0.11007538951110322,0.1167717539235447
198,0.1358318960305769,0.11835811210455893
199,0.14116965600965276,0.11774366748784032
200,0.11157705217635192,0.11370383769474161
201,0.09356224076116593,0.10306016389018094
202,0.08173852357957886,0.09767085292952263
203,0.07940264957201688,0.09614766195209629
204,0.07188467197831257,0.08850730155448747
205,0.08155880932934918,0.09199441831619204
206,0.0917136925808858,0.10326258606531488
207,0.09443017422823627,0.11516673270510677
208,0.14625820126186545,0.1393798703349584
209,0.18269619079813687,0.16303168122383585
210,0.18922327254303478,0.15454287043258047
211,0.17993591151314464,0.14414181611452787
212,0.17119900248309985,0.13167203587897164
213,0.14104134743740637,0.13102026518740562
214,0.116276148012163,0.12033639407147081
215,0.0943871990814422,0.11269746929212535
216,0.08271708206566931,0.10422014344697687
217,0.07545592723916965,0.10251175771357693
218,0.07062626098128094,0.09863702402076478
219,0.07158220096905872,0.09933904135154847
220,0.08490470209792741,0.1063333735306447
221,0.1050725889297667,0.11240173192987293
222,0.13185227406382038,0.12534239495581168
223,0.13930712548496116,0.12420394967296618
224,0.10906105267313639,0.11252375948225862
225,0.08790946678740832,0.09852504579622261
226,0.07840620190998826,0.0942067060600318
227,0.07319592801231105,0.0945110571318644
228,0.07327920521064403,0.0958504889715805
229,0.07436715497948296,0.09926582482011702
230,0.08303435791018235,0.10242705623603862
231,0.09767222752728819,0.12358663381972079
232,0.13794302441399584,0.13564152037716565
233,0.18605051409790438,0.16110651713266835
234,0.18813182718809296,0.15656996342044666
235,0.17806083800302513,0.1511146140196737
236,0.15421806206351438,0.13628467735915148
237,0.1289665649245488,0.13126432029217705
238,0.10320080538303811,0.12953727152135341
239,0.08774702484498104,0.11599364882480288
240,0.07698370398883386,0.10581511533757128
241,0.07398695858511835,0.1066190615650536
242,0.07206685370108545,0.10928500468011554
243,0.07350251147580354,0.11277355706008349
244,0.07802189306138496,0.11575390057482154
245,0.09337512409330664,0.12196007832733245
246,0.11317844185688823,0.1276149786667126
247,0.12155962359528845,0.13184143883404828
248,0.08947178815267733,0.12794229963075898
249,0.07319818986214231,0.10995830964563198
250,0.06673176681726475,0.09602419878144723
251,0.06514477072656374,0.09765793236515237
252,0.06191669977192329,0.09945532643088072
253,0.06306551386349449,0.10150395369269728
254,0.06837510353103547,0.10944866516213872
255,0.08195730614507586,0.11680333752533865
256,0.1306491755762988,0.1370627824578933
257,0.17609775797219815,0.1636274628031308
258,0.17732799865769494,0.16222055690503676
259,0.16229286596113401,0.15456153347000418
260,0.1506727152643609,0.1353156350313826
261,0.129742585039385,0.12580322841835065
262,0.10712223612231755,0.11504470515272107
263,0.09547021390519478,0.10653148885098856
264,0.0829041987335286,0.09929166594885754
265,0.07131962076591992,0.09743397591606802
266,0.06602935963330069,0.10170924710435796
267,0.07030795702320823,0.10215428876599997
268,0.07395899389629543,0.10480587569842828
269,0.0832582810434777,0.11079096823838154
270,0.09290774366908232,0.11893235940990346
271,0.0968577559653205,0.113415278423806
272,0.07598787319494103,0.1114312539838407
273,0.0618017566759526,0.10331570394105927
274,0.051500881298943355,0.10006402857454591
275,0.047262380337862786,0.09322474316789267
276,0.044940283052000346,0.0855269580397494
277,0.05155228697692667,0.0885317070649646
278,0.06172259193185828,0.096047168673661
279,0.08949378978285417,0.11275489402265981
280,0.13577020921699695,0.13098437473082158
281,0.17930567790106916,0.1486941616276466
282,0.18722811536914624,0.15146634049419724
283,0.17574696562564,0.14671587966073465
284,0.15112673021230957,0.12910945727887174
285,0.12375176732720905,0.12046416409690996
286,0.10528540843661761,0.11441733997163218
287,0.09344297958824463,0.1068860865620388
288,0.0786827644575385,0.09777852429927472
289,0.07565270817448978,0.09709373438765138
290,0.06965901174434681,0.09624241275747814
291,0.06956010721990691,0.10141350974210553
292,0.07802970672443842,0.10519779948432592
293,0.09675412211850613,0.10600892380312506
294,0.12694488242082086,0.11792742662555056
295,0.1340000032899634,0.1247810682148374
296,0.09533573665159041,0.11457525798060193
297,0.07085799777762973,0.1100688522519108
298,0.06489103230003808,0.10832314044366348
299,0.06262445314639761,0.09941082226471652
300,0.05840528072023878,0.0925973779868038
301,0.05908136819707538,0.09850207590400882
302,0.0660579411902594,0.1091830757834169
303,0.08788540893011214,0.11597929264216927
304,0.14257344226402122,0.12930326574442547
305,0.19625412993216917,0.1594713479306998
306,0.20703986366391708,0.16049925060726655
307,0.18089390772804176,0.15115624694931118
308,0.15290084297086984,0.133572794459662
309,0.12089957468998262,0.12247115842908908
310,0.10266330761404453,0.11111541796590119
311,0.08330639675807007,0.10918881825647034
312,0.07537408939982021,0.1019561734456561
313,0.07087177449932926,0.09883513934110864
314,0.06889676835121017,0.09986017078114862
315,0.0703992535073066,0.10075599657748606
316,0.08110849559021532,0.1045603849753935
317,0.09713493538100655,0.1108297299314923
318,0.13673231788613274,0.1191907706973085
319,0.1498714035559569,0.12332248005926233
320,0.11688581935304514,0.11700575970047261
321,0.09992091750499045,0.11174852562004355
322,0.09040038031976798,0.10347792880481908
323,0.09009441372441128,0.08765885116084093
324,0.08897315307623915,0.08622466851574301
325,0.08522896911464618,0.08929402036280945
326,0.08398330672575441,0.09991759551168305
327,0.09440056455771789,0.19593605182007684
328,0.150838858415603,0.5471442681505216
329,0.18997276732803153,0.5757489620479955
330,0.1879455330110814,0.5739501323640039
331,0.18206184473182271,0.5695356062041679
332,0.1652034554485495,0.5477156442193395
333,0.13719414649713485,0.2930039450789877
334,0.10421370286202139,0.11213327131462436
335,0.09101436973760074,0.10649846963093126
336,0.07735546985200922,0.09448234476659718
337,0.06900430902955128,0.09124071872792737
338,0.0682332238598015,0.08449474850839263
339,0.07192127282103669,0.08434687982726641
340,0.07666930686228789,0.09181927288806198
341,0.10481083121747563,0.1040665322927972
342,0.1468177006610359,0.11477768015573586
343,0.16661341038427593,0.130286664254828
344,0.12244421250202536,0.11422640274260515
345,0.09161108684763108,0.10803314555446449
346,0.06837654289001899,0.10267111134081003
347,0.06480014706136357,0.10016021499819112
348,0.06648111273141807,0.09466753952257079
349,0.07858098121513153,0.09396839342831383
350,0.09280410982226797,0.10246581792914936
351,0.10266988754082639,0.11613577503287566
352,0.15906006568411912,0.12960187434320464
353,0.20065712906279637,0.15887413073314155
354,0.20345359794508885,0.15646659890548462
355,0.19892434646933466,0.14389632539149308
356,0.18619362750540994,0.1252849702252772
357,0.1567513338745323,0.1167430415582775
358,0.11851805244037146,0.11182461338800168
359,0.08697491156167159,0.10854279003795775
360,0.07957475578190502,0.10280605945756599
361,0.07343691783069685,0.10064401835294387
362,0.06871376413758956,0.10097564617178034
363,0.06955188231142959,0.10609218966240001
364,0.07600144429392863,0.10301853096054346
365,0.09900322334163228,0.11242470182208669
366,0.12784612676722443,0.11528445340270241
367,0.13833740877548387,0.12078430696963954
368,0.09715446953864022,0.11061295157372475
369,0.07643201825271691,0.10274863472703154
370,0.07519745949026953,0.09465031210341046
371,0.08195607240880429,0.09344726399871367
372,0.08108197026037593,0.09263757529817793
373,0.07973102904297431,0.09445363240132995
374,0.08178602242603546,0.10616827743035817
375,0.10550521911567427,0.1201440212241804
376,0.1515028141524355,0.14280812674786525
377,0.192436744285128,0.16636662244962416
378,0.19503704910023617,0.16527124571467947
379,0.17704937988302533,0.160794987969519
380,0.15349324200394962,0.141257659023435
381,0.1346193388983064,0.12791358726549176
382,0.11411258583720109,0.12445805410558111
383,0.09533470853803074,0.12288748772546387
384,0.07905124035732293,0.11598934197001282
385,0.07525441698147504,0.1109775986126185
386,0.07705813941055371,0.11027414566357148
387,0.07676780014130392,0.11087136286112978
388,0.08339563701504912,0.11327889468878667
389,0.10238962378446133,0.13001963925784277
390,0.14143861051686146,0.13402932106741092
391,0.14067287153762198,0.13239845872023245
392,0.10614779009046577,0.11864236452070448
393,0.08550285856694129,0.11140110600031009
394,0.0749716857525668,0.10925916355137504
395,0.07492706562407726,0.10650708334051143
396,0.07108521087431599,0.10682291935845091
397,0.07604441944072268,0.10695212500215344
398,0.08180781843350038,0.11010330709023147
399,0.09921604284848319,0.11493129130991551
400,0.1397317363851034,0.13737431162104272
401,0.18824060160270564,0.15787637604010543
402,0.19437617770408258,0.15625986987556062
403,0.1826787128676226,0.15262344881446643
404,0.15944930947780875,0.13922338794425207
405,0.133646743470862,0.1314208026828834
406,0.10634601038476946,0.12504952883008597
407,0.0885600570479652,0.12411924819542784
408,0.08442107747946034,0.113141075335504
409,0.07989943404404769,0.11110680425632102
410,0.07986920750539349,0.11383735019323422
411,0.08153639645374847,0.11526866160180543
412,0.08680013225652831,0.11483366926800696
413,0.10143717938278642,0.12715988767722708
414,0.11732153387963176,0.13302151704653126
415,0.12440318007861366,0.1316691646424449
416,0.10260018144148099,0.12143177080641548
417,0.08534761341943167,0.11252519510052199
418,0.07052673958870524,0.105372944912456
419,0.06893789289359682,0.0966745338547499
420,0.06652305976465248,0.09343290781608007
421,0.07239646690831446,0.09683388748198297
422,0.08157052982392939,0.10053491136492841
423,0.09169477529138793,0.11856484113448297
424,0.14085998820548126,0.1348160398757329
425,0.19310501809891112,0.15678674177821422
426,0.20401350858968317,0.1627359438615834
427,0.18401114804095017,0.16247466133765168
428,0.15978529698910776,0.1468450853044372
429,0.1324681140860605,0.13168639206160523
430,0.11212997164874046,0.1266732130859476
431,0.10117891725659821,0.12081732618969684
432,0.08873977129819488,0.11411298889979958
433,0.08725065161837411,0.10660039852762991
434,0.0838138736111214,0.10907684003192816
435,0.0889511514460623,0.11002004123095653
436,0.09210088014745617,0.11172124887303965
437,0.10158317150825905,0.12274966837218115
438,0.12777292508177618,0.13617269913460933
439,0.12386218672351723,0.13741307331415348
440,0.09086241455348205,0.12496052049775758
441,0.07516476547907214,0.11791307044291695
442,0.07190297239967461,0.11393210099861606
443,0.0713274344289734,0.1026912099964971
444,0.06943426612020373,0.10205810234235475
445,0.07378421459115214,0.1054949724648417
446,0.06928683463574759,0.11616879425293297
447,0.08702611161694299,0.11869691801471222
448,0.14440040005954835,0.13127580523828392
449,0.18263697145710012,0.15699203518987487
450,0.19101712508194066,0.16479318483298017
451,0.17723300096478178,0.15969817561631094
452,0.15424540988420152,0.143514450933439
453,0.13006335647000086,0.12701776146915433
454,0.10929217260134938,0.11500881469613704
455,0.09270870088393092,0.11505044762577453
456,0.07431780552861897,0.11044354861864812
457,0.07062441037687353,0.10303001590665035
458,0.07140968351374671,0.10040857695775263
459,0.07569321584874066,0.10667792191385142
460,0.07966584664329147,0.11266301445380467
461,0.09237476959975127,0.11772356883215326
462,0.12276786265060835,0.12723310420865852
463,0.1286550465159699,0.13006270780574364
464,0.10220312398473787,0.11049523087612911
465,0.08040649965167512,0.10531408456365818
466,0.066105440036716,0.0991552822138382
467,0.06495683156785673,0.09487283293423146
468,0.05940542959108223,0.0956796503982405
469,0.059660607376591415,0.10176236498010231
470,0.07496469458036106,0.10038417144727549
471,0.07952293885849784,0.11255677870231594
472,0.146429073735482,0.1297784553895981
473,0.19120012929556124,0.15601007229773572
474,0.1970760039117665,0.16269431093194597
475,0.1808669711527785,0.15592393520193407
476,0.15857623544294014,0.13862042827364032
477,0.12347623289321849,0.12712973969369648
478,0.09698339144231172,0.11895963615690731
479,0.08902887683117307,0.11650042207176942
480,0.08280364922739322,0.10890169460379807
481,0.07997530882475105,0.09456704624413548
482,0.07881950356097413,0.09737080871248012
483,0.08060759866394586,0.09800535198488582
484,0.08720047967666239,0.09932612078717823
485,0.10307578677418266,0.11338225920374868
486,0.1305258019491388,0.12952435095698314
487,0.13665274189661455,0.13046037406469468
488,0.09815688025931492,0.1120830246754067
489,0.07389175526949322,0.09992190236647315
490,0.06111703304521479,0.10162023877202955
491,0.05977328862273085,0.09509535376505247
492,0.06019255333236279,0.09000608702143666
493,0.057192517965256345,0.09163694936861508
494,0.06317346578725945,0.10100866539183763
495,0.08323936375397983,0.11340522909596247
496,0.13936655044870988,0.13806915086050958
497,0.18883320625849737,0.15772994297724258
498,0.19311385987552424,0.1554702798307119
499,0.1703641742726508,0.1548055885747756
500,0.15268946282300241,0.1377159887677227
501,0.1263393235341774,0.12693880246466943
502,0.10572523541744289,0.12268937240511997
503,0.08909549858983944,0.11066894068599584
504,0.08228033942552306,0.09822643719744345
505,0.07887933977014669,0.09541836787430874
506,0.07597574145493696,0.09981279537845769
507,0.07930744625639177,0.10116084092775394
508,0.08717230936512753,0.10104312023015832
509,0.1086576209123233,0.1185160301135287
510,0.1379169103295803,0.13047042339253823
511,0.1373197819741261,0.12518447694684193
512,0.10001673768875137,0.11348131686392063
513,0.07642132587169637,0.1063075324019042
514,0.062399707522254544,0.10369183592605992
515,0.04486152955332989,0.10147667694569343
516,0.03732525153826351,0.09042385193607479
517,0.03441733514610316,0.09772971327832043
518,0.05349459911384836,0.10416128309817907
519,0.07114915953772724,0.1197879878948668
520,0.13355914819557843,0.1389893821673242
521,0.1814712963031504,0.17104530236991863
522,0.20053046547224546,0.17087877065136872
523,0.178640488427965,0.15790365278710933
524,0.15505391838752317,0.14333069179572874
525,0.12980221562584562,0.13275592766780941
526,0.10181490830460783,0.12149493801000338
527,0.07941128572591809,0.1198511550984547
528,0.06853261052837634,0.112918554504683
529,0.06137179958530012,0.1069794017491573
530,0.06386990991257745,0.10624149396178958
531,0.06717735123402414,0.10900649473702344
532,0.07256055383243723,0.11940467781854934
533,0.09734076371565177,0.125478778690831
534,0.13541818313416717,0.12737666603499465
535,0.1357644517810628,0.1305149275587024
536,0.09669757587272447,0.12162270803544255
537,0.07270634033519792,0.10074451163137917
538,0.06025197829611151,0.09269500002871235
539,0.04850845397217842,0.09080141953933882
540,0.04740919495418315,0.09127804480277477
541,0.0464004099294385,0.09352909423972527
542,0.061759398397294336,0.10057941553109262
543,0.07748974148290166,0.12364262293199187
544,0.1309323180506309,0.14451077000821178
545,0.1971288489487333,0.1612529501955312
546,0.18722996597355362,0.16328722127471415
547,0.17877969500394383,0.15935219161484085
548,0.1613842191971009,0.142831096640079
549,0.13285838599330987,0.12781596522358318
550,0.09981790052631188,0.12240942684376453
551,0.08505789101831769,0.11856053427969288
552,0.07679185799860012,0.11104220143446977
553,0.07182956509151443,0.10873516288524818
554,0.07164985084128475,0.10904238519360748
555,0.07385885563558392,0.1110852699823706
556,0.08034255098826389,0.11574528686524138
557,0.10254713078180222,0.12547303621777756
558,0.14216363619913822,0.13719055248333245
559,0.13841040483822017,0.136703877892053
560,0.10749359074006903,0.11893379502816681
561,0.06614039589774465,0.10801448251704078
562,0.051936184580106085,0.10086510356550152
563,0.04542349642504353,0.09402438254058493
564,0.048533128697610416,0.09505084959888827
565,0.05307677376319995,0.1000424943005955
566,0.06405908280755605,0.1073540981158946
567,0.08218801482786502,0.12433171969840531
568,0.14557224389485607,0.13883433539488116
569,0.1930135159921008,0.18646527813668234
570,0.19918569293620184,0.19100757432195747
571,0.18129014269393717,0.16136636403833676
572,0.1686881435476827,0.1429775297029419
573,0.14544681404057674,0.1294511344255517
574,0.10996332513309959,0.12394984524035121
575,0.09334099072312572,0.12188542617763765
576,0.09887697099650525,0.11911468292935035
577,0.09119799081935716,0.11692249384119767
578,0.09018324273596645,0.11892087446379657
579,0.0912822961312498,0.11954967526314882
580,0.10582640179171406,0.12333970747842267
581,0.11494576906595472,0.13745039938900083
582,0.1502943694744037,0.14913633205276186
583,0.1468740412841056,0.1493933077219035
584,0.11213860780264166,0.13480168369309928
585,0.07593585064882191,0.1218323083018933
586,0.060640605221665395,0.11778386479921443
587,0.0643263923330693,0.1099611808821587
588,0.06511783415130049,0.1099468246995251
589,0.068530554301257,0.11222945773826956
590,0.06744383826868967,0.1185303862961623
591,0.08207595044986138,0.12916975324593288
592,0.14457188940130067,0.15355372944912454
593,0.2034371481281342,0.1803796923182938
594,0.22250598156469015,0.1806768652988096
595,0.20261260105328177,0.17582303995038503
596,0.18450587628586163,0.15507835604481424
597,0.15503849668412817,0.13942868135591271
598,0.1266932002214145,0.13015028051980865
599,0.11248528769496118,0.12717567947812405
600,0.10870635349505148,0.11874429341740313
601,0.10326290344204195,0.11041770748990762
602,0.0976444684611772,0.10983484647498291
603,0.09900322334163225,0.11295444496126701
604,0.10259791959164975,0.11744075203427107
605,0.10485915255477996,0.1289070351037378
606,0.12438385154369193,0.15154960635347217
607,0.1294753876717146,0.14709501339301329
608,0.09488994661211907,0.12881946238967273
609,0.07079446035964236,0.12233046783927966
610,0.04564721393562693,0.11994159904904644
611,0.041514197425768146,0.11520549439821753
612,0.04197170795981967,0.1101765236216629
613,0.04527071875007711,0.11325879603309962
614,0.0493753593256891,0.11597067893258911
615,0.08380955553417078,0.13312488156149327
616,0.14171969676407425,0.14981107263654164
617,0.20525958222399882,0.176951435905387
618,0.19694748971680817,0.1750463704699066
619,0.1810586115203003,0.170498331811578
620,0.16108750562378113,0.15531953991305897
621,0.13181258888041725,0.14488403075668568
622,0.11171934309300974,0.13003399544047636
623,0.10519082198912832,0.12822511642864115
624,0.09711766307320414,0.11048518154828559
625,0.08796519054234223,0.10804893735536145
626,0.0879767054142105,0.11384452828455104
627,0.08935520007501116,0.11690670204030068
628,0.09350980696962295,0.12508685490493338
629,0.10791717352665159,0.13293681556899295
630,0.1344338672121426,0.14821753636421062
631,0.12819054480971262,0.15038531994188614
632,0.09916073033897316,0.13270855226511852
633,0.07918941881974209,0.12387232185412972
634,0.06608426089738685,0.11989135240982882
635,0.05709196845912098,0.11765322353724855
636,0.053582194389131935,0.11477480891920915
637,0.056535759023341466,0.11716367770944235
638,0.06486265636579128,0.1184155368350934
639,0.08675201654193591,0.129158268299826
640,0.14821058891167188,0.14628950103651636
641,0.18849372316109556,0.16959819916045044
642,0.2000246336008896,0.17063184431007056
643,0.18797390894532823,0.16494823160542318
644,0.17167378532495378,0.15713990387100107
645,0.14197672515399085,0.1443743862731924
646,0.11290825361340791,0.12858832784927154
647,0.0959326593843327,0.12291332885420435
648,0.09089037924230498,0.11697417609867865
649,0.08577016809245454,0.11689665271245715
650,0.07450245472393503,0.1162305258382575
651,0.07526881057131037,0.11893953750122027
652,0.08576626126092782,0.12294491245599828
653,0.10399286406940506,0.1298516719210295
654,0.1559097201145894,0.14105380123003775
655,0.15447776354868611,0.14485818962794517
656,0.10441151191090121,0.13176104421130003
657,0.08665372888563182,0.1208460385549641
658,0.08145353050083935,0.11649467959871598
659,0.07428243842216646,0.11459535663628899
660,0.07040932902019133,0.10393876226735807
661,0.07401060519699068,0.10654440941535881
662,0.07704354019800644,0.11398091201957035
663,0.08938234227298633,0.13026082312608747
664,0.14635957325884857,0.14280094865654847
665,0.19100787205990366,0.16466685042580437
666,0.19520648221486914,0.17050550990289481
667,0.18650576278212463,0.16536312528353458
668,0.16584273645995007,0.14944642559764787
669,0.13871904452883202,0.13938417718974852
670,0.11482033921167542,0.12913673402587558
671,0.09921316413051615,0.12543571014293017
672,0.07994652164508038,0.1190716143814495
673,0.07156102182972959,0.1175843138606072
674,0.0682319901235299,0.11674591279480422
675,0.071038945764131,0.11802074181266904
676,0.08590238349622764,0.123460299412545
677,0.10836419730239451,0.13151411787000186
678,0.14912026378926468,0.1424276879080745
679,0.14890991175495696,0.14295312419246473
680,0.11113948704535791,0.1304718590108016
681,0.08090739657794457,0.11655066871098706
682,0.0672828356852459,0.112473512843041
683,0.06619673652081437,0.10302714467012364
684,0.06532962554459175,0.10350951240661303
685,0.07497723756578897,0.10544759706215077
686,0.08386240057113765,0.11148580747784842
687,0.10069056331575671,0.12212086757282893
688,0.14070577117153127,0.13792271779764673
689,0.1910341917670311,0.15478118306429844
690,0.19509153911889845,0.16380547946778762
691,0.18388427882768738,0.16087825382879392
692,0.1674982049137248,0.14866401364411597
693,0.14351396054840398,0.13966986522415745
694,0.10922287774742785,0.1267851913104898
695,0.0962003801552698,0.12104271825704457
696,0.07531713190861468,0.11645448228734188
697,0.06473002971659432,0.11001429875790308
698,0.06493935363734239,0.10944866516213873
